
--- lifetime_tenure_with_upgrades vs total_revenues ---

lifetime_tenure_with_upgrades \ total_revenues,0.0,420.7,516.4,590.9,646.1,801.5
1.0,23331,2931,2312,1652,4331,16600
1184.1,888,144,100,71,208,727
1262.3,3521,394,342,220,758,2503
1551.6,2687,359,268,162,502,1752
1771.9,2577,373,221,184,514,1928
2014.1,12637,1661,1200,876,2456,8610

--- days_since_last_upgrade vs total_redemptions ---

days_since_last_upgrade \ total_redemptions,2.5,2.8,2.9,3.1,3.4
1.0,21738,19656,14570,8857,3015
657.6,8186,6976,5329,3304,1142
1732.3,613,583,464,261,103
1926.4,985,877,702,421,126
2409.3,712,593,446,254,87

--- monthly_usage_days_change_ratio vs weekly_5g_kb_usage_change_ratio ---

monthly_usage_days_change_ratio \ weekly_5g_kb_usage_change_ratio,0.0,5684.5,40759.8,45127.7
0.2,1752,9386,1211,41658
0.9,856,4321,508,19205
1.0,124,647,75,2742
1.1,559,3083,408,13465

--- ivr_call_recency vs case_count_3_mths ---

ivr_call_recency \ case_count_3_mths,1.0,1.3,1.4
1.0,422,141,1483
6.6,5642,2111,18288
28.5,16071,5648,50194

--- auto_refill_enrolled vs current_plan_value ---

auto_refill_enrolled \ current_plan_value,$20,$25,$40,$50,Other
N,432,1134,560,931,691
Y,11213,29308,13608,24909,17214
